"","NCTNum","Site","Status","Drug_Bio","Phases","Enrollment","Results","DrugBio","PH","Success"
"1919","NCT01757639","Leukemia","Completed","Biological: Ipilimumab|Other: Laboratory Biomarker Analysis","10",42,"No Results Available","Bio",2,1
"1920","NCT01039376","Leukemia","Completed","Biological: Ofatumumab|Other: Observation","30",480,"Has Results","Bio",6,1
"1921","NCT01592045","Brain","Completed","Biological: ch14.18 -NCI|Biological: ch14.18-UTC|Biological: Granulocyte-Macrophage Colony-Stimulating Factor (GM-CSF)|Biological: Aldesleukin (IL-2)|Drug: Isotretinoin","15",28,"Has Results","Drug",3,1
"1922","NCT00005601","Lymphoma","Completed","Biological: rituximab|Drug: cisplatin|Drug: cytarabine|Drug: dexamethasone|Drug: sargramostim","20",58,"No Results Available","Drug",4,1
"1923","NCT01041638","Brain","Completed","Biological: Aldesleukin|Other: Diagnostic Laboratory Biomarker Analysis|Biological: Dinutuximab|Drug: Isotretinoin|Biological: Sargramostim","30",105,"Has Results","Both",6,1
"1924","NCT01729806","Lymphoma","Completed","Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Biological: Rituximab","10",32,"No Results Available","Bio",2,1
"1925","NCT00062114","Lymphoma","Completed","Biological: rituximab|Radiation: yttrium Y 90 ibritumomab tiuxetan","20",84,"No Results Available","Bio",4,1
"1926","NCT00070083","Lymphoma","Completed","Biological: oblimersen sodium|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","10",NA,"No Results Available","Drug",2,1
"1927","NCT00475384","Leukemia","Completed","Drug: Fludarabine|Drug: Thiotepa|Radiation: Total Body Irradiation|Drug: Melphalan|Biological: Stem Cell Transplant (SCT)|Procedure: Anergized Cell Infusion","10",10,"No Results Available","Both",2,1
"1928","NCT01711554","Brain","Suspended","Biological: Dinutuximab|Drug: Isotretinoin|Other: Laboratory Biomarker Analysis|Drug: Lenalidomide|Other: Pharmacological Study","10",62,"No Results Available","Drug",2,0
"1929","NCT00017290","Lymphoma","Unknown status","Biological: autologous immunoglobulin idiotype-KLH conjugate vaccine|Biological: keyhole limpet hemocyanin|Biological: sargramostim|Drug: cyclophosphamide|Drug: prednisone|Drug: vincristine sulfate","30",NA,"No Results Available","Drug",6,0
"1930","NCT00217386","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: etanercept","20",30,"No Results Available","Bio",4,1
"1931","NCT00006385","Melanoma","Completed","Biological: MART-1 antigen|Biological: gp100 antigen|Biological: incomplete Freund's adjuvant|Biological: recombinant interferon alfa|Biological: sargramostim|Biological: tyrosinase peptide","20",NA,"No Results Available","Bio",4,1
"1932","NCT00003027","Melanoma","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: recombinant interferon alfa|Drug: cisplatin|Drug: dacarbazine|Drug: vinblastine","30",482,"No Results Available","Drug",6,1
"1933","NCT00055653","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: filgrastim|Drug: busulfan|Drug: cyclophosphamide|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: melphalan|Drug: methylprednisolone|Procedure: umbilical cord blood transplantation|Radiation: radiation therapy","20",NA,"No Results Available","Drug",4,1
"1934","NCT00002571","Lymphoma","Completed","Biological: bleomycin sulfate|Biological: filgrastim|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: leucovorin calcium|Drug: methotrexate|Drug: prednisone|Drug: trimethoprim-sulfamethoxazole|Drug: vincristine sulfate|Radiation: radiation therapy|Drug: Intrathecal cytarabine","20",52,"No Results Available","Drug",4,1
"1935","NCT00005959","Lymphoma","Unknown status","Biological: filgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","20",NA,"No Results Available","Drug",4,0
"1936","NCT00026429","Leukemia","Unknown status","Biological: denileukin diftitox","20",NA,"No Results Available","Bio",4,0
"1937","NCT00602459","Leukemia","Completed","Drug: Cyclophosphamide|Drug: Fludarabine Phosphate|Other: Laboratory Biomarker Analysis|Drug: Lenalidomide|Biological: Rituximab","20",418,"Has Results","Both",4,1
"1938","NCT00070135","Leukemia","Completed","Biological: filgrastim|Biological: Anti-Thymocyte Globulin|Drug: busulfan|Drug: fludarabine phosphate|Drug: methotrexate|Drug: tacrolimus|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation","20",121,"Has Results","Drug",4,1
"1939","NCT00006390","Leukemia","Completed","Biological: alemtuzumab|Biological: filgrastim|Drug: cyclophosphamide|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",NA,"No Results Available","Drug",4,1
"1940","NCT01767194","Brain","Completed","Biological: Dinutuximab|Drug: Irinotecan Hydrochloride|Other: Laboratory Biomarker Analysis|Biological: Sargramostim|Drug: Temozolomide|Drug: Temsirolimus","20",73,"No Results Available","Both",4,1
"1941","NCT00074282","Leukemia","Unknown status","Biological: filgrastim|Biological: pegfilgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: lenalidomide|Drug: pentostatin","20",110,"No Results Available","Drug",4,0
"1942","NCT00109837","Leukemia","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: cytarabine|Drug: daunorubicin|Drug: dexamethasone|Drug: doxorubicin|Drug: leucovorin|Drug: mercaptopurine|Drug: methotrexate|Drug: mitoxantrone|Drug: Asparaginase|Drug: prednisone|Drug: thioguanine|Drug: vincristine|Radiation: radiation therapy|Drug: allopurinol|Drug: bactrim","20",79,"Has Results","Drug",4,1
"1943","NCT02339571","Melanoma","Suspended","Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Biological: Nivolumab|Other: Questionnaire Administration|Biological: Sargramostim","25",400,"No Results Available","Bio",5,0
"1944","NCT00003444","Melanoma","Completed","Biological: recombinant interferon alfa|Radiation: radiation therapy","30",167,"No Results Available","Bio",6,1
"1945","NCT00003641","Melanoma","Terminated","Biological: interferon alfa-2b|Other: observation","30",1150,"Has Results","Bio",6,0
"1946","NCT00002767","Melanoma","Unknown status","Biological: Detox-B adjuvant|Biological: recombinant interferon alfa","30",300,"No Results Available","Bio",6,0
"1947","NCT00301821","Lymphoma","Completed","Biological: epratuzumab|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","20",107,"Has Results","Drug",4,1
"1948","NCT00003615","Lymphoma","Completed","Biological: denileukin diftitox","20",77,"No Results Available","Bio",4,1
"1949","NCT00389818","Lymphoma","Completed","Biological: filgrastim|Biological: pegfilgrastim|Biological: rituximab|Biological: sargramostim|Drug: cyclophosphamide|Drug: pegylated liposomal doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate|Other: immunohistochemistry staining method|Other: laboratory biomarker analysis","20",43,"Has Results","Drug",4,1
"1950","NCT01110031","Leukemia","Completed","Biological: Ofatumumab","10",12,"No Results Available","Bio",2,1
"1951","NCT00070187","Lymphoma","Completed","Biological: aldesleukin|Biological: filgrastim|Biological: recombinant interferon gamma|Drug: carmustine|Drug: cyclosporine|Drug: cytarabine|Drug: etoposide|Drug: melphalan|Procedure: autologous bone marrow transplantation|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation","25",24,"No Results Available","Drug",5,1
"1952","NCT00101010","Lymphoma","Completed","Biological: Filgrastim|Biological: Pegfilgrastim|Biological: Rituximab|Drug: Cyclophosphamide|Drug: Pegylated liposomal doxorubicin hydrochloride|Drug: Prednisone|Drug: Vincristine Sulfate","20",80,"No Results Available","Drug",4,1
"1953","NCT00392834","Lymphoma","Completed","Biological: filgrastim|Biological: pegfilgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: ifosfamide|Drug: leucovorin calcium|Drug: liposomal cytarabine|Drug: methotrexate|Drug: therapeutic hydrocortisone|Drug: vincristine sulfate","20",34,"Has Results","Drug",4,1
"1954","NCT01026220","Lymphoma","Completed","Biological: bleomycin sulfate|Drug: doxorubicin hydrochloride|Drug: liposomal vincristine sulfate|Drug: vinorelbine tartrate|Drug: cyclophosphamide|Drug: etoposide phosphate|Drug: prednisone|Biological: filgrastim|Drug: ifosfamide","30",166,"Has Results","Both",6,1
"1955","NCT00460109","Lymphoma","Completed","Biological: denileukin diftitox|Biological: rituximab","20",24,"Has Results","Bio",4,1
"1956","NCT00003150","Lymphoma","Completed","Biological: rituximab|Drug: CHOP regimen|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","30",630,"No Results Available","Drug",6,1
"1957","NCT00005964","Lymphoma","Completed","Biological: filgrastim|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: prednisone|Drug: vincristine sulfate","20",59,"No Results Available","Drug",4,1
"1958","NCT00107380","Lymphoma","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate|Radiation: tositumomab and iodine I 131 tositumomab","20",86,"Has Results","Drug",4,1
"1959","NCT00002766","Leukemia","Completed","Biological: dactinomycin|Biological: sargramostim|Drug: carmustine|Drug: cyclophosphamide|Drug: cytarabine|Drug: daunorubicin hydrochloride|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: mercaptopurine|Drug: methotrexate|Drug: mitoxantrone hydrochloride|Drug: pegaspargase|Drug: prednisone|Drug: vincristine sulfate|Radiation: radiation therapy","30",170,"Has Results","Drug",6,1
"1960","NCT00098774","Lymphoma","Completed","Biological: filgrastim|Biological: rituximab|Drug: cytarabine|Drug: etoposide|Drug: leucovorin calcium|Drug: methotrexate|Drug: temozolomide","20",47,"Has Results","Drug",4,1
"1961","NCT00005089","Lymphoma","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate|Radiation: radiation therapy","20",71,"No Results Available","Drug",4,1
"1962","NCT00003595","Lymphoma","Completed","Biological: filgrastim|Biological: rituximab|Drug: CHOP regimen|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","30",120,"No Results Available","Drug",6,1
"1963","NCT00025259","Lymphoma","Completed","Biological: Bleomycin Sulfate|Drug: Cisplatin|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Dexamethasone|Drug: Doxorubicin Hydrochloride|Drug: Etoposide|Biological: Filgrastim|Radiation: Involved-Field Radiation Therapy|Drug: Prednisone|Drug: Vincristine Sulfate Liposome","30",1734,"Has Results","Both",6,1
"1964","NCT00032019","Lymphoma","Completed","Biological: filgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: prednisone|Drug: vincristine sulfate","20",78,"No Results Available","Drug",4,1
"1965","NCT00069966","Lymphoma","Unknown status","Biological: filgrastim|Biological: rituximab|Drug: cisplatin|Drug: cytarabine|Drug: methylprednisolone|Drug: pixantrone dimaleate|Procedure: autologous bone marrow transplantation|Procedure: peripheral blood stem cell transplantation","20",NA,"No Results Available","Drug",4,0
"1966","NCT00098839","Leukemia","Completed","Drug: L-asparaginase|Drug: doxorubicin hydrochloride|Drug: therapeutic hydrocortisone|Drug: vincristine sulfate|Biological: epratuzumab|Drug: cytarabine|Drug: prednisone|Drug: pegaspargase|Drug: dexrazoxane hydrochloride|Drug: methotrexate|Drug: etoposide|Drug: cyclophosphamide|Drug: leucovorin calcium|Biological: filgrastim","15",134,"Has Results","Both",3,1
"1967","NCT00017368","Brain","Completed","Biological: filgrastim|Biological: sargramostim|Drug: carboplatin|Drug: cisplatin|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: etoposide phosphate|Drug: ifosfamide|Drug: isotretinoin|Drug: melphalan|Drug: thiotepa|Drug: vincristine sulfate|Procedure: conventional surgery|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","20",42,"No Results Available","Drug",4,1
"1968","NCT00054405","Brain","Terminated","Biological: recombinant interleukin-12|Biological: aldesleukin","10",40,"No Results Available","Bio",2,0
"1969","NCT00071981","Melanoma","Completed","Biological: incomplete Freund's adjuvant|Biological: melanoma helper peptide vaccine|Biological: multi-epitope melanoma peptide vaccine|Biological: sargramostim|Biological: tetanus peptide melanoma vaccine","20",175,"Has Results","Bio",4,1
"1970","NCT00003093","Brain","Completed","Biological: filgrastim|Biological: sargramostim|Drug: carboplatin|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: etoposide|Procedure: conventional surgery|Procedure: neoadjuvant therapy","30",573,"No Results Available","Drug",6,1
"1971","NCT00019682","Melanoma","Completed","Biological: Aldesleukin|Biological: gp100 Antigen|Drug: Montanide ISA 51 VG|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Other: Laboratory Biomarker Analysis","30",185,"Has Results","Drug",6,1
"1972","NCT00039130","Leukemia","Completed","Biological: filgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: cytarabine|Drug: dexamethasone|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: ifosfamide|Drug: leucovorin calcium|Drug: methotrexate|Drug: prednisone|Drug: vincristine sulfate|Drug: Allopurinol","20",105,"Has Results","Drug",4,1
"1973","NCT00049530","Melanoma","Completed","Biological: PEG-interferon alfa-2b","20",32,"Has Results","Bio",4,1
"1974","NCT00082758","Brain","Completed","Biological: hu14.18-Interleukin-2 fusion protein","20",39,"Has Results","Bio",4,1
"1975","NCT00072384","Head_Neck","Terminated","Drug: liposomal vincristine sulfate|Procedure: cryosurgery|Procedure: laser surgery|Drug: carboplatin|Drug: etoposide|Biological: filgrastim","30",30,"Has Results","Both",6,0
"1976","NCT00376961","Lymphoma","Completed","Biological: rituximab|Drug: bortezomib|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","20",68,"Has Results","Drug",4,1
"1977","NCT00020943","Lymphoma","Completed","Biological: filgrastim|Biological: rituximab|Drug: carmustine|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: leucovorin calcium|Drug: methotrexate|Drug: prednisone|Drug: vincristine sulfate|Procedure: peripheral blood stem cell transplantation","20",79,"No Results Available","Drug",4,1
"1978","NCT00070447","Lymphoma","Completed","Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate|Radiation: yttrium Y 90 ibritumomab tiuxetan","20",NA,"No Results Available","Drug",4,1
"1979","NCT00412360","Leukemia","Completed","Biological: Single Umbilical Cord Blood Unit Transplant|Biological: Double Umbilical Cord Blood Unit Transplant|Radiation: Total Body Irradiation|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Cyclosporine A|Drug: Mycophenolate Mofetil","30",224,"Has Results","Drug",6,1
"1980","NCT01489059","Melanoma","Completed","Biological: BMS-982470 (recombinant interleukin-21)|Biological: Ipilimumab","10",42,"No Results Available","Bio",2,1
"1981","NCT03092674","Leukemia","Suspended","Drug: Azacitidine|Drug: Cytarabine|Drug: Decitabine|Other: Laboratory Biomarker Analysis|Drug: Midostaurin|Biological: Nivolumab","25",1670,"No Results Available","Both",5,0
"1982","NCT00004255","Leukemia","Completed","Biological: anti-thymocyte globulin|Biological: filgrastim|Drug: cyclophosphamide|Drug: fludarabine phosphate|Drug: methylprednisolone|Drug: tacrolimus|Procedure: allogeneic bone marrow transplantation|Procedure: in vitro-treated bone marrow transplantation|Radiation: radiation therapy","25",NA,"No Results Available","Drug",5,1
